"tag class name","discipline document type short code","document type name","requirement standard source code","created date","modified date","terminated date","change request number","status"
"mast","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mechanical connector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mechanical seal","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"meter prover","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"microphone","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","AA7417","lessons learned report","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:10:43.188Z",,"CR0032","STANDARD"
"mixer","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mixer","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:52.324Z",,"CR0032","STANDARD"
"modem","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"mounting bracket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"multi property analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"multiplexer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"nitrogen generator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"nozzle","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"optical beacon","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"overhead projector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pH element","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pH element","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pH element","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pH element","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:03:28.491Z","2020-11-27T15:03:28.491Z","CR0002","TERMINATED"
"package","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pager","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"paging system","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"personal basket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"petrol engine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"ph analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"photoelectric device","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-06-04T16:26:33.997Z","2019-06-04T16:26:33.997Z","CR0028","TERMINATED"
"pig detector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pig launcher","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pig receiver","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"air handling unit","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"air handling unit","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"alarm unit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"amplifier","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"analyser element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"anchor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"anemometer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"CR0014","STANDARD"
"annunciator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"anode","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"antenna","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"attenuator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"axial compressor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"axial displacement transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"balancing damper","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"basket","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"battery charger","EA2305","assembly diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"battery charger","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"battery charger","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"battery charger","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"beam clamp","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"bearing","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"bell","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"belt conveyor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"belt conveyor","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"belt conveyor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"belt conveyor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"belt conveyor","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:40.887Z",,"CR0032","STANDARD"
"bicycle","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"blow out preventer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"blower","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"boiler","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"brake","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"break glass unit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"breathing apparatus","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"buoy","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"busbar","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cabinet","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"calorimeter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"capacitance level transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"capacitance level transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"capacitance level transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"capacitance probe","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"capacitor bank","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"car","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cctv camera","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifugal compressor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal compressor","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal compressor","MX3328","installation manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal compressor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal compressor","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal compressor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"centrifugal pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:01:38.234Z","2020-11-27T15:01:38.234Z","CR0009","TERMINATED"
"centrifuge","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:22:34.411Z","2019-07-26T10:22:34.411Z","CR0027","TERMINATED"
"centrifuge","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"centrifuge","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:45.178Z",,"CR0032","STANDARD"
"chain","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"chain conveyor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"chain hoist","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"chamber","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"chlorinator","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","EA2305","assembly diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"chlorinator","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:01:45.321Z","2020-11-27T15:01:45.321Z","CR0012","TERMINATED"
"christmas tree","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"circuit-breaker","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cleaning machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"climbing net","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"clock","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cloud point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"clutch","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"coalescer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cold filter plugging point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"colour analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"computer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"concentration transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"condenser","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"condenser","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"condenser","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"condenser","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:49.007Z",,"CR0032","STANDARD"
"conductivity cell","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conductivity cell","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conductivity cell","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conductivity cell","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:52.803Z",,"CR0032","STANDARD"
"conductivity level transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"conductivity transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conductivity transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conductivity transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"contactor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"control box","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"control module","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"control panel","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conveyor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conveyor","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conveyor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conveyor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"conveyor","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:11:57.237Z",,"CR0032","STANDARD"
"cooler","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","MX3328","installation manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cooling tower","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"coriolis mass flow element","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow element","IN2305","assembly diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow element","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow element","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow element","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:02:04.402Z","2020-11-27T15:02:04.402Z","CR0002","TERMINATED"
"coriolis mass flow meter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow meter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"coriolis mass flow meter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"corrosion element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"CR0014","STANDARD"
"counter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"coupling","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"crane","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"crane hook block","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"current to current converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"current to pressure converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"current to voltage converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"current transformer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"current transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"cutter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"damper","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"degasser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"dehumidifier","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"deionizer","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:22:42.983Z","2019-07-26T10:22:42.983Z","CR0027","TERMINATED"
"deionizer","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","HX4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"deionizer","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:00.685Z",,"CR0032","STANDARD"
"demister","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"density analyser","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
